iter	Logloss
815	0.09181213896
816	0.09179951698
817	0.0917714175
818	0.09172771092
819	0.09170037917
820	0.09169832222
821	0.09167319021
822	0.09163848763
823	0.09161363881
824	0.0915999189
825	0.09155391089
826	0.09153402833
827	0.0915221915
828	0.09149546633
829	0.09146875111
830	0.09142695907
831	0.09138069114
832	0.09137876519
833	0.09133231137
834	0.09130916137
835	0.09130382086
836	0.09129294087
837	0.09128617662
838	0.09125238512
839	0.09122628431
840	0.09122454638
841	0.09116772727
842	0.09114580073
843	0.09110572522
844	0.0911040909
845	0.09106843954
846	0.09103267526
847	0.09099510513
848	0.09097008533
849	0.09092908991
850	0.09089845281
851	0.09085039423
852	0.09081236763
853	0.09076810644
854	0.09071286649
855	0.09068502828
856	0.09065063705
857	0.09062141643
858	0.09060860834
859	0.09058152149
860	0.09055084007
861	0.09050370321
862	0.09047579974
863	0.09043998513
864	0.09040444476
865	0.09037518035
866	0.09034105602
867	0.09031558776
868	0.09030340598
869	0.09024019726
870	0.09018932248
871	0.09012873029
872	0.09009489125
873	0.09008240327
874	0.09004970308
875	0.09001785861
876	0.08996341105
877	0.08992628426
878	0.08990090826
879	0.08986847454
880	0.08982885963
881	0.08979232191
882	0.0897677508
883	0.08971368472
884	0.08969613699
885	0.08965385509
886	0.08962534067
887	0.08958431026
888	0.08955704509
889	0.08952822074
890	0.08949752122
891	0.08946742099
892	0.08944182211
893	0.08939784018
894	0.0893624939
895	0.08932305538
896	0.08928865309
897	0.08924758092
898	0.08921233399
899	0.08918012867
900	0.08913598512
901	0.08906505233
902	0.08901836036
903	0.08898641049
904	0.08896110238
905	0.08892901016
906	0.08889214482
907	0.08887011053
908	0.08884692032
909	0.08881454987
910	0.08878168523
911	0.08871940614
912	0.08866791373
913	0.08858937575
914	0.08853908641
915	0.08850299558
916	0.0884699664
917	0.08841495544
918	0.08838677938
919	0.08833977855
920	0.08829402965
921	0.08823650292
922	0.08820987282
923	0.08817235229
924	0.08813800175
925	0.0881042543
926	0.08807594
927	0.08806600339
928	0.0880243867
929	0.08799554924
930	0.08797549636
931	0.08794222592
932	0.08790720631
933	0.0878549217
934	0.08781968237
935	0.08775503974
936	0.08770260535
937	0.08763638575
938	0.08759194294
939	0.08756642104
940	0.08753537111
941	0.08748617003
942	0.08742229055
943	0.0873874817
944	0.08735043084
945	0.08731546078
946	0.08727346861
947	0.08725428749
948	0.08719095162
949	0.08714028901
950	0.0870983045
951	0.0870435067
952	0.08701584802
953	0.08698741117
954	0.08695831958
955	0.08689345316
956	0.08686494455
957	0.08681091366
958	0.08676693746
959	0.08672476127
960	0.08670516696
961	0.08668364775
962	0.08663882397
963	0.08659690141
964	0.08656866678
965	0.08654506628
966	0.08652234079
967	0.08648129737
968	0.08644688064
969	0.08640551101
970	0.08637738216
971	0.08633564183
972	0.08631079301
973	0.08629020759
974	0.0862448585
975	0.08621158739
976	0.08619385366
977	0.08616209741
978	0.08614645724
979	0.08612669404
980	0.08608513006
981	0.08603545392
982	0.0859980432
983	0.08597778452
984	0.0859235803
985	0.08587783938
986	0.08586136666
987	0.08582586616
988	0.08578072215
989	0.0857487533
990	0.08570499343
991	0.0856595569
992	0.08562991947
993	0.08560394345
994	0.08555918855
995	0.08552289728
996	0.08550630117
997	0.0854679166
998	0.08542099256
999	0.08537178598
